country,date,measure,value
Northern Ireland,2011-03,T01:124 (Aged 35-49 - Inactive : All People ),70300
Northern Ireland,2011-03,T01:127 (Aged 50+ - All : All People ),554800
Northern Ireland,2011-03,T01:145 (Aged 50+ - Inactive : All People ),357800
Northern Ireland,2011-03,T01:148 (Aged 50-64 - All : All People ),305400
Northern Ireland,2011-03,T01:166 (Aged 50-64 - Inactive : All People ),123800
United Kingdom,2011-06,T01:22 (Aged 16-64 - All : All People ),40430100
United Kingdom,2011-06,T01:40 (Aged 16-64 - Inactive : All People ),9718700
United Kingdom,2011-06,T01:43 (Aged 16-19 - All : All People ),3157400
United Kingdom,2011-06,T01:61 (Aged 16-19 - Inactive : All People ),1654500
United Kingdom,2011-06,T01:64 (Aged 20-24 - All : All People ),4184400
United Kingdom,2011-06,T01:82 (Aged 20-24 - Inactive : All People ),1112000
United Kingdom,2011-06,T01:85 (Aged 25-34 - All : All People ),8310800
United Kingdom,2011-06,T01:103 (Aged 25-34 - Inactive : All People ),1305800
United Kingdom,2011-06,T01:106 (Aged 35-49 - All : All People ),13393000
United Kingdom,2011-06,T01:124 (Aged 35-49 - Inactive : All People ),1960400
United Kingdom,2011-06,T01:127 (Aged 50+ - All : All People ),21374900
United Kingdom,2011-06,T01:145 (Aged 50+ - Inactive : All People ),12823000
United Kingdom,2011-06,T01:148 (Aged 50-64 - All : All People ),11384500
United Kingdom,2011-06,T01:166 (Aged 50-64 - Inactive : All People ),3685900
England,2011-06,T01:22 (Aged 16-64 - All : All People ),33922500
England,2011-06,T01:40 (Aged 16-64 - Inactive : All People ),8079000
England,2011-06,T01:43 (Aged 16-19 - All : All People ),2632400
England,2011-06,T01:61 (Aged 16-19 - Inactive : All People ),1383100
England,2011-06,T01:64 (Aged 20-24 - All : All People ),3497000
England,2011-06,T01:82 (Aged 20-24 - Inactive : All People ),935800
England,2011-06,T01:85 (Aged 25-34 - All : All People ),7057100
England,2011-06,T01:103 (Aged 25-34 - Inactive : All People ),1123100
England,2011-06,T01:106 (Aged 35-49 - All : All People ),11265700
England,2011-06,T01:124 (Aged 35-49 - Inactive : All People ),1633800
England,2011-06,T01:127 (Aged 50+ - All : All People ),17795600
England,2011-06,T01:145 (Aged 50+ - Inactive : All People ),10590200
England,2011-06,T01:148 (Aged 50-64 - All : All People ),9470200
England,2011-06,T01:166 (Aged 50-64 - Inactive : All People ),3003200
Wales,2011-06,T01:22 (Aged 16-64 - All : All People ),1926200
Wales,2011-06,T01:40 (Aged 16-64 - Inactive : All People ),524700
Wales,2011-06,T01:43 (Aged 16-19 - All : All People ),159600
Wales,2011-06,T01:61 (Aged 16-19 - Inactive : All People ),87000
Wales,2011-06,T01:64 (Aged 20-24 - All : All People ),207600
Wales,2011-06,T01:82 (Aged 20-24 - Inactive : All People ),64100
Wales,2011-06,T01:85 (Aged 25-34 - All : All People ),355600
Wales,2011-06,T01:103 (Aged 25-34 - Inactive : All People ),57900
Wales,2011-06,T01:106 (Aged 35-49 - All : All People ),615400
Wales,2011-06,T01:124 (Aged 35-49 - Inactive : All People ),97900
Wales,2011-06,T01:127 (Aged 50+ - All : All People ),1130000
Wales,2011-06,T01:145 (Aged 50+ - Inactive : All People ),718900
Wales,2011-06,T01:148 (Aged 50-64 - All : All People ),588100
Wales,2011-06,T01:166 (Aged 50-64 - Inactive : All People ),217900
Scotland,2011-06,T01:22 (Aged 16-64 - All : All People ),3423100
Scotland,2011-06,T01:40 (Aged 16-64 - Inactive : All People ),789700
Scotland,2011-06,T01:43 (Aged 16-19 - All : All People ),265700
Scotland,2011-06,T01:61 (Aged 16-19 - Inactive : All People ),112500
Scotland,2011-06,T01:64 (Aged 20-24 - All : All People ),356100
Scotland,2011-06,T01:82 (Aged 20-24 - Inactive : All People ),80400
Scotland,2011-06,T01:85 (Aged 25-34 - All : All People ),654300
Scotland,2011-06,T01:103 (Aged 25-34 - Inactive : All People ),92300
Scotland,2011-06,T01:106 (Aged 35-49 - All : All People ),1127700
Scotland,2011-06,T01:124 (Aged 35-49 - Inactive : All People ),159600
Scotland,2011-06,T01:127 (Aged 50+ - All : All People ),1891500
Scotland,2011-06,T01:145 (Aged 50+ - Inactive : All People ),1158200
Scotland,2011-06,T01:148 (Aged 50-64 - All : All People ),1019300
Scotland,2011-06,T01:166 (Aged 50-64 - Inactive : All People ),344800
Northern Ireland,2011-06,T01:22 (Aged 16-64 - All : All People ),1158300
Northern Ireland,2011-06,T01:40 (Aged 16-64 - Inactive : All People ),325300
Northern Ireland,2011-06,T01:43 (Aged 16-19 - All : All People ),99700
Northern Ireland,2011-06,T01:61 (Aged 16-19 - Inactive : All People ),71900
Northern Ireland,2011-06,T01:64 (Aged 20-24 - All : All People ),123800
Northern Ireland,2011-06,T01:82 (Aged 20-24 - Inactive : All People ),31800
Northern Ireland,2011-06,T01:85 (Aged 25-34 - All : All People ),243700
Northern Ireland,2011-06,T01:103 (Aged 25-34 - Inactive : All People ),32500
Northern Ireland,2011-06,T01:106 (Aged 35-49 - All : All People ),384300
Northern Ireland,2011-06,T01:124 (Aged 35-49 - Inactive : All People ),69100
Northern Ireland,2011-06,T01:127 (Aged 50+ - All : All People ),557800
Northern Ireland,2011-06,T01:145 (Aged 50+ - Inactive : All People ),355700
Northern Ireland,2011-06,T01:148 (Aged 50-64 - All : All People ),306800
Northern Ireland,2011-06,T01:166 (Aged 50-64 - Inactive : All People ),120000
United Kingdom,2011-09,T01:22 (Aged 16-64 - All : All People ),40494400
United Kingdom,2011-09,T01:40 (Aged 16-64 - Inactive : All People ),9767100
United Kingdom,2011-09,T01:43 (Aged 16-19 - All : All People ),3148400
United Kingdom,2011-09,T01:61 (Aged 16-19 - Inactive : All People ),1650200
United Kingdom,2011-09,T01:64 (Aged 20-24 - All : All People ),4208700
United Kingdom,2011-09,T01:82 (Aged 20-24 - Inactive : All People ),1117900
United Kingdom,2011-09,T01:85 (Aged 25-34 - All : All People ),8346700
United Kingdom,2011-09,T01:103 (Aged 25-34 - Inactive : All People ),1301500
United Kingdom,2011-09,T01:106 (Aged 35-49 - All : All People ),13367500
United Kingdom,2011-09,T01:124 (Aged 35-49 - Inactive : All People ),1973700
United Kingdom,2011-09,T01:127 (Aged 50+ - All : All People ),21464000
United Kingdom,2011-09,T01:145 (Aged 50+ - Inactive : All People ),12897000
United Kingdom,2011-09,T01:148 (Aged 50-64 - All : All People ),11423100
United Kingdom,2011-09,T01:166 (Aged 50-64 - Inactive : All People ),3723800
England,2011-09,T01:22 (Aged 16-64 - All : All People ),33979700
England,2011-09,T01:40 (Aged 16-64 - Inactive : All People ),8119600
England,2011-09,T01:43 (Aged 16-19 - All : All People ),2625800
England,2011-09,T01:61 (Aged 16-19 - Inactive : All People ),1377500
England,2011-09,T01:64 (Aged 20-24 - All : All People ),3517300
England,2011-09,T01:82 (Aged 20-24 - Inactive : All People ),943200
England,2011-09,T01:85 (Aged 25-34 - All : All People ),7088600
England,2011-09,T01:103 (Aged 25-34 - Inactive : All People ),1120700
England,2011-09,T01:106 (Aged 35-49 - All : All People ),11246000
England,2011-09,T01:124 (Aged 35-49 - Inactive : All People ),1638600
England,2011-09,T01:127 (Aged 50+ - All : All People ),17870000
England,2011-09,T01:145 (Aged 50+ - Inactive : All People ),10657400
England,2011-09,T01:148 (Aged 50-64 - All : All People ),9502000
England,2011-09,T01:166 (Aged 50-64 - Inactive : All People ),3039600
Wales,2011-09,T01:22 (Aged 16-64 - All : All People ),1927300
Wales,2011-09,T01:40 (Aged 16-64 - Inactive : All People ),527400
Wales,2011-09,T01:43 (Aged 16-19 - All : All People ),158700
Wales,2011-09,T01:61 (Aged 16-19 - Inactive : All People ),87600
Wales,2011-09,T01:64 (Aged 20-24 - All : All People ),208900
Wales,2011-09,T01:82 (Aged 20-24 - Inactive : All People ),64400
Wales,2011-09,T01:85 (Aged 25-34 - All : All People ),356900
Wales,2011-09,T01:103 (Aged 25-34 - Inactive : All People ),56900
Wales,2011-09,T01:106 (Aged 35-49 - All : All People ),613300
Wales,2011-09,T01:124 (Aged 35-49 - Inactive : All People ),99300
Wales,2011-09,T01:127 (Aged 50+ - All : All People ),1133500
Wales,2011-09,T01:145 (Aged 50+ - Inactive : All People ),721800
Wales,2011-09,T01:148 (Aged 50-64 - All : All People ),589600
Wales,2011-09,T01:166 (Aged 50-64 - Inactive : All People ),219200
Scotland,2011-09,T01:22 (Aged 16-64 - All : All People ),3428400
Scotland,2011-09,T01:40 (Aged 16-64 - Inactive : All People ),796100
Scotland,2011-09,T01:43 (Aged 16-19 - All : All People ),264500
Scotland,2011-09,T01:61 (Aged 16-19 - Inactive : All People ),112200
Scotland,2011-09,T01:64 (Aged 20-24 - All : All People ),359000
Scotland,2011-09,T01:82 (Aged 20-24 - Inactive : All People ),80200
Scotland,2011-09,T01:85 (Aged 25-34 - All : All People ),657200
Scotland,2011-09,T01:103 (Aged 25-34 - Inactive : All People ),92200
Scotland,2011-09,T01:106 (Aged 35-49 - All : All People ),1124500
Scotland,2011-09,T01:124 (Aged 35-49 - Inactive : All People ),168400
Scotland,2011-09,T01:127 (Aged 50+ - All : All People ),1899600
Scotland,2011-09,T01:145 (Aged 50+ - Inactive : All People ),1161000
Scotland,2011-09,T01:148 (Aged 50-64 - All : All People ),1023200
Scotland,2011-09,T01:166 (Aged 50-64 - Inactive : All People ),343100
Northern Ireland,2011-09,T01:22 (Aged 16-64 - All : All People ),1159000
Northern Ireland,2011-09,T01:40 (Aged 16-64 - Inactive : All People ),324100
Northern Ireland,2011-09,T01:43 (Aged 16-19 - All : All People ),99500
Northern Ireland,2011-09,T01:61 (Aged 16-19 - Inactive : All People ),72900
Northern Ireland,2011-09,T01:64 (Aged 20-24 - All : All People ),123500
Northern Ireland,2011-09,T01:82 (Aged 20-24 - Inactive : All People ),30100
Northern Ireland,2011-09,T01:85 (Aged 25-34 - All : All People ),244000
Northern Ireland,2011-09,T01:103 (Aged 25-34 - Inactive : All People ),31700
Northern Ireland,2011-09,T01:106 (Aged 35-49 - All : All People ),383700
Northern Ireland,2011-09,T01:124 (Aged 35-49 - Inactive : All People ),67400
Northern Ireland,2011-09,T01:127 (Aged 50+ - All : All People ),560900
Northern Ireland,2011-09,T01:145 (Aged 50+ - Inactive : All People ),356800
Northern Ireland,2011-09,T01:148 (Aged 50-64 - All : All People ),308300
Northern Ireland,2011-09,T01:166 (Aged 50-64 - Inactive : All People ),122000
United Kingdom,2011-12,T01:22 (Aged 16-64 - All : All People ),40559100
United Kingdom,2011-12,T01:40 (Aged 16-64 - Inactive : All People ),9719200
United Kingdom,2011-12,T01:43 (Aged 16-19 - All : All People ),3139600
United Kingdom,2011-12,T01:61 (Aged 16-19 - Inactive : All People ),1633000
United Kingdom,2011-12,T01:64 (Aged 20-24 - All : All People ),4233100
United Kingdom,2011-12,T01:82 (Aged 20-24 - Inactive : All People ),1122900
United Kingdom,2011-12,T01:85 (Aged 25-34 - All : All People ),8381400
United Kingdom,2011-12,T01:103 (Aged 25-34 - Inactive : All People ),1300700
United Kingdom,2011-12,T01:106 (Aged 35-49 - All : All People ),13343400
United Kingdom,2011-12,T01:124 (Aged 35-49 - Inactive : All People ),1955700
United Kingdom,2011-12,T01:127 (Aged 50+ - All : All People ),21552200
United Kingdom,2011-12,T01:145 (Aged 50+ - Inactive : All People ),12925100
United Kingdom,2011-12,T01:148 (Aged 50-64 - All : All People ),11461500
United Kingdom,2011-12,T01:166 (Aged 50-64 - Inactive : All People ),3706800
England,2011-12,T01:22 (Aged 16-64 - All : All People ),34036700
England,2011-12,T01:40 (Aged 16-64 - Inactive : All People ),8083300
England,2011-12,T01:43 (Aged 16-19 - All : All People ),2619200
England,2011-12,T01:61 (Aged 16-19 - Inactive : All People ),1366000
England,2011-12,T01:64 (Aged 20-24 - All : All People ),3537700
England,2011-12,T01:82 (Aged 20-24 - Inactive : All People ),947000
England,2011-12,T01:85 (Aged 25-34 - All : All People ),7119100
England,2011-12,T01:103 (Aged 25-34 - Inactive : All People ),1119000
England,2011-12,T01:106 (Aged 35-49 - All : All People ),11227700
England,2011-12,T01:124 (Aged 35-49 - Inactive : All People ),1623400
England,2011-12,T01:127 (Aged 50+ - All : All People ),17942200
England,2011-12,T01:145 (Aged 50+ - Inactive : All People ),10684100
England,2011-12,T01:148 (Aged 50-64 - All : All People ),9532900
England,2011-12,T01:166 (Aged 50-64 - Inactive : All People ),3028000
Wales,2011-12,T01:22 (Aged 16-64 - All : All People ),1928500
Wales,2011-12,T01:40 (Aged 16-64 - Inactive : All People ),521400
Wales,2011-12,T01:43 (Aged 16-19 - All : All People ),157800
Wales,2011-12,T01:61 (Aged 16-19 - Inactive : All People ),86200
Wales,2011-12,T01:64 (Aged 20-24 - All : All People ),210200
Wales,2011-12,T01:82 (Aged 20-24 - Inactive : All People ),63400
Wales,2011-12,T01:85 (Aged 25-34 - All : All People ),358200
Wales,2011-12,T01:103 (Aged 25-34 - Inactive : All People ),56600
Wales,2011-12,T01:106 (Aged 35-49 - All : All People ),611200
Wales,2011-12,T01:124 (Aged 35-49 - Inactive : All People ),99200
Wales,2011-12,T01:127 (Aged 50+ - All : All People ),1137600
Wales,2011-12,T01:145 (Aged 50+ - Inactive : All People ),720600
Wales,2011-12,T01:148 (Aged 50-64 - All : All People ),591100
Wales,2011-12,T01:166 (Aged 50-64 - Inactive : All People ),215900
Scotland,2011-12,T01:22 (Aged 16-64 - All : All People ),3434100
Scotland,2011-12,T01:40 (Aged 16-64 - Inactive : All People ),794600
Scotland,2011-12,T01:43 (Aged 16-19 - All : All People ),263300
Scotland,2011-12,T01:61 (Aged 16-19 - Inactive : All People ),109500
Scotland,2011-12,T01:64 (Aged 20-24 - All : All People ),362000
Scotland,2011-12,T01:82 (Aged 20-24 - Inactive : All People ),82500
Scotland,2011-12,T01:85 (Aged 25-34 - All : All People ),659800
Scotland,2011-12,T01:103 (Aged 25-34 - Inactive : All People ),95300
Scotland,2011-12,T01:106 (Aged 35-49 - All : All People ),1121300
Scotland,2011-12,T01:124 (Aged 35-49 - Inactive : All People ),165200
Scotland,2011-12,T01:127 (Aged 50+ - All : All People ),1908500
Scotland,2011-12,T01:145 (Aged 50+ - Inactive : All People ),1164800
Scotland,2011-12,T01:148 (Aged 50-64 - All : All People ),1027700
Scotland,2011-12,T01:166 (Aged 50-64 - Inactive : All People ),342100
Northern Ireland,2011-12,T01:22 (Aged 16-64 - All : All People ),1159700
Northern Ireland,2011-12,T01:40 (Aged 16-64 - Inactive : All People ),319900
Northern Ireland,2011-12,T01:43 (Aged 16-19 - All : All People ),99200
Northern Ireland,2011-12,T01:61 (Aged 16-19 - Inactive : All People ),71300
Northern Ireland,2011-12,T01:64 (Aged 20-24 - All : All People ),123200
Northern Ireland,2011-12,T01:82 (Aged 20-24 - Inactive : All People ),30000
Northern Ireland,2011-12,T01:85 (Aged 25-34 - All : All People ),244300
Northern Ireland,2011-12,T01:103 (Aged 25-34 - Inactive : All People ),29800
Northern Ireland,2011-12,T01:106 (Aged 35-49 - All : All People ),383200
Northern Ireland,2011-12,T01:124 (Aged 35-49 - Inactive : All People ),68000
Northern Ireland,2011-12,T01:127 (Aged 50+ - All : All People ),563900
Northern Ireland,2011-12,T01:145 (Aged 50+ - Inactive : All People ),355500
Northern Ireland,2011-12,T01:148 (Aged 50-64 - All : All People ),309800
Northern Ireland,2011-12,T01:166 (Aged 50-64 - Inactive : All People ),120800
United Kingdom,2012-03,T01:22 (Aged 16-64 - All : All People ),40542300
United Kingdom,2012-03,T01:40 (Aged 16-64 - Inactive : All People ),9645300
United Kingdom,2012-03,T01:43 (Aged 16-19 - All : All People ),3126700
United Kingdom,2012-03,T01:61 (Aged 16-19 - Inactive : All People ),1645800
United Kingdom,2012-03,T01:64 (Aged 20-24 - All : All People ),4241300
United Kingdom,2012-03,T01:82 (Aged 20-24 - Inactive : All People ),1126900
United Kingdom,2012-03,T01:85 (Aged 25-34 - All : All People ),8404400
United Kingdom,2012-03,T01:103 (Aged 25-34 - Inactive : All People ),1288000
United Kingdom,2012-03,T01:106 (Aged 35-49 - All : All People ),13306200
United Kingdom,2012-03,T01:124 (Aged 35-49 - Inactive : All People ),1913100
United Kingdom,2012-03,T01:127 (Aged 50+ - All : All People ),21648300
United Kingdom,2012-03,T01:145 (Aged 50+ - Inactive : All People ),12969500
United Kingdom,2012-03,T01:148 (Aged 50-64 - All : All People ),11463600
United Kingdom,2012-03,T01:166 (Aged 50-64 - Inactive : All People ),3671500
England,2012-03,T01:22 (Aged 16-64 - All : All People ),34026600
England,2012-03,T01:40 (Aged 16-64 - Inactive : All People ),8013500
England,2012-03,T01:43 (Aged 16-19 - All : All People ),2609400
England,2012-03,T01:61 (Aged 16-19 - Inactive : All People ),1370100
England,2012-03,T01:64 (Aged 20-24 - All : All People ),3543900
England,2012-03,T01:82 (Aged 20-24 - Inactive : All People ),942500
England,2012-03,T01:85 (Aged 25-34 - All : All People ),7138600
England,2012-03,T01:103 (Aged 25-34 - Inactive : All People ),1111900
England,2012-03,T01:106 (Aged 35-49 - All : All People ),11200100
England,2012-03,T01:124 (Aged 35-49 - Inactive : All People ),1592500
England,2012-03,T01:127 (Aged 50+ - All : All People ),18024400
England,2012-03,T01:145 (Aged 50+ - Inactive : All People ),10721600
England,2012-03,T01:148 (Aged 50-64 - All : All People ),9534500
England,2012-03,T01:166 (Aged 50-64 - Inactive : All People ),2996500
Wales,2012-03,T01:22 (Aged 16-64 - All : All People ),1925500
Wales,2012-03,T01:40 (Aged 16-64 - Inactive : All People ),519100
Wales,2012-03,T01:43 (Aged 16-19 - All : All People ),157500
Wales,2012-03,T01:61 (Aged 16-19 - Inactive : All People ),87900
Wales,2012-03,T01:64 (Aged 20-24 - All : All People ),211100
Wales,2012-03,T01:82 (Aged 20-24 - Inactive : All People ),65000
Wales,2012-03,T01:85 (Aged 25-34 - All : All People ),358800
Wales,2012-03,T01:103 (Aged 25-34 - Inactive : All People ),56600
Wales,2012-03,T01:106 (Aged 35-49 - All : All People ),608000
Wales,2012-03,T01:124 (Aged 35-49 - Inactive : All People ),97100
Wales,2012-03,T01:127 (Aged 50+ - All : All People ),1141300
Wales,2012-03,T01:145 (Aged 50+ - Inactive : All People ),721000
Wales,2012-03,T01:148 (Aged 50-64 - All : All People ),590200
Wales,2012-03,T01:166 (Aged 50-64 - Inactive : All People ),212500
Scotland,2012-03,T01:22 (Aged 16-64 - All : All People ),3430700
Scotland,2012-03,T01:40 (Aged 16-64 - Inactive : All People ),797700
Scotland,2012-03,T01:43 (Aged 16-19 - All : All People ),261300
Scotland,2012-03,T01:61 (Aged 16-19 - Inactive : All People ),115100
Scotland,2012-03,T01:64 (Aged 20-24 - All : All People ),363500
Scotland,2012-03,T01:82 (Aged 20-24 - Inactive : All People ),86500
Scotland,2012-03,T01:85 (Aged 25-34 - All : All People ),662400
