name,latitude,longitude,capacity_mw,primary_fuel,fuel_category
Stratton Hall Solar Park,52.0088,1.2869,11.6,Solar,Solar
North Farm (Spetisbury),50.8182,-2.1698,11.6,Solar,Solar
Hendre Fawr Farm,51.7409,-3.5913,11.6,Solar,Solar
Altahullion Extension,54.9626,-7.0341,11.7,Wind,Wind
Moel Maelogen A Phase 2,53.1363,-3.725,11.7,Wind,Wind
Spaldington,53.7952,-0.7998,11.75,Wind,Wind
Derriton Fields Solar Farm,50.8026,-4.3678,11.8,Solar,Solar
Chancery Farm (Ardleigh),51.9104,0.9938,11.9,Solar,Solar
Eakring Solar Farm,53.1547,-1.014,11.9,Solar,Solar
UK Solar (Lower Newton) LLP,52.9473,-2.0203,11.93,Solar,Solar
JG Pears' animal rendering facility,53.2138,-0.7981,12.0,Biomass,Biomass
Carsfad,54.941,-3.9278,12.0,Hydro,Hydro
Bishops Sutton,51.0827,-1.1511,12.0,Solar,Solar
Leverton Ings,53.0199,0.0633,12.0,Solar,Solar
Cloonty Wind Farm,55.1185,-6.3958,12.0,Wind,Wind
KERNICK MICA DAM - SOLAR FARM,50.3534,-4.9043,12.0,Solar,Solar
Gunfleet Sands 3,51.703,1.1919,12.0,Wind,Wind
Tallentire,54.7069,-3.3595,12.0,Wind,Wind
Monnaboy Wind Farm,54.9791,-7.1341,12.0,Wind,Wind
Moor House Wind Farm (resubmission),54.5746,-1.4972,12.0,Wind,Wind
Barmoor,55.6373,-2.0251,12.0,Wind,Wind
Upper Farm solar park,51.1721,-1.0997,12.0,Solar,Solar
Bishop's Waltham Solar Farm,50.9443,-1.2081,12.0,Solar,Solar
Middleton,55.7751,-4.3426,12.0,Wind,Wind
Armistead Wind Farm,54.276,-2.6388,12.0,Wind,Wind
Glass Moor 2,52.5186,-0.1088,12.0,Wind,Wind
Spittleborough Farm,51.5464,-1.8814,12.0,Solar,Solar
Spriggs Farm,51.9671,0.3686,12.0,Solar,Solar
Mynydd Portref Wind Farm extension,51.5604,-3.4496,12.0,Wind,Wind
Rydon Farm,50.5068,-3.6353,12.0,Solar,Solar
Mount Mill Farm - resubmission,52.0394,-0.8943,12.0,Solar,Solar
Tod Hill Farm Wind Turbines,56.0325,-3.8621,12.0,Wind,Wind
Bakers Farm (solar),50.7644,-0.7931,12.0,Solar,Solar
Methlick Farmers Wind Energy Project,57.4276,-2.2431,12.0,Wind,Wind
MALMAYNES HALL FARM,51.4551,0.6142,12.0,Solar,Solar
Gedney Marsh,52.8362,0.1068,12.0,Wind,Wind
Goonhilly Downs Wind Farm,50.0504,-5.2002,12.09,Wind,Wind
Littleton,50.8449,-2.1671,12.1,Solar,Solar
Shoals Hook Farm,51.8135,-4.9417,12.1,Solar,Solar
Fairwinds,51.5641,0.3896,12.2,Solar,Solar
Highfields Farm (Colchester),51.8248,0.7195,12.2,Solar,Solar
Hale Farm Solar,50.7784,-1.864,12.23,Solar,Solar
Muirhall,55.7669,-3.5858,12.3,Wind,Wind
Condover Airfield,52.6327,-2.7301,12.3,Solar,Solar
Grange Resubmission,53.6379,-0.7001,12.3,Wind,Wind
Chediston Hall Solar Park,52.3522,1.4737,12.3,Solar,Solar
Boscombe Airfield,51.1514,-1.7379,12.3,Solar,Solar
Rhodders,56.2042,-3.7824,12.3,Wind,Wind
Winwick,52.3657,-1.0622,12.3,Wind,Wind
Sober Hill,53.8349,-0.5967,12.3,Wind,Wind
Dummuie,57.4511,-2.6915,12.3,Wind,Wind
Lodge Farm - Orston,52.966,-0.8324,12.4,Solar,Solar
Todmorden,53.7006,-2.159,12.5,Wind,Wind
Westfield Biomass Power Station,56.1417,-3.3051,12.5,Biomass,Biomass
Toggam Farm,52.4334,0.5009,12.5,Solar,Solar
Crockdun,54.5689,-7.0494,12.5,Wind,Wind
Chelveston Renewable Energy Park Wind Farm (East Northamptonshire),52.3012,-0.5366,12.5,Wind,Wind
Red Gap Moor Wind Farm,54.6468,-1.3206,12.5,Wind,Wind
Watford Lodge,52.3265,-1.1069,12.5,Wind,Wind
Speyside Biomass CHP Plant,57.4947,-3.2089,12.5,Biomass,Biomass
Levenseat EfW,55.779,-3.678,12.5,Biomass,Biomass
Westerfield Farm - resubmission,51.7854,-1.6082,12.5,Solar,Solar
Crannaford Solar Farm,50.7599,-3.4048,12.5,Solar,Solar
New Stone House,51.868,-1.1824,12.5,Solar,Solar
Gordonstown,57.4619,-2.4828,12.5,Wind,Wind
Kelmarsh Wind Farm (Resubmission),52.4028,-0.9598,12.5,Wind,Wind
Gosfield Airfield,51.9558,0.5797,12.6,Solar,Solar
Bodorgan Solar Farm,53.1787,-4.4148,12.6,Solar,Solar
Roves Farm (Solar) - resubmission,51.5978,-1.6983,12.7,Solar,Solar
Grange Farm (Lincolnshire),52.746,0.0509,12.7,Solar,Solar
Hunterston Test Centre,55.736,-4.888,13.0,Wind,Wind
Wedgehill Farm,50.8613,-1.9008,13.0,Solar,Solar
Elwick,54.7005,-1.2898,13.0,Solar,Solar
Ballygarvey Road,54.8839,-6.2536,13.0,Solar,Solar
Errol Estate,56.3677,-3.2771,13.0,Solar,Solar
Boulfruich,58.2999,-3.4434,13.0,Wind,Wind
Rowles Farm solar park,51.8441,-1.2258,13.0,Solar,Solar
Luscott Barton,51.1105,-4.1205,13.0,Solar,Solar
Chisbon Solar Farm (Frowick Lane),51.8219,1.0873,13.0,Solar,Solar
Fiskerton Solar Farm,53.2439,-0.4287,13.04,Solar,Solar
Burthy,50.3609,-4.9461,13.08,Solar,Solar
Folly Farm,51.8395,-0.7395,13.1,Solar,Solar
Hoback Farm,52.1191,-0.0291,13.1,Solar,Solar
Langford Solar Farm,52.0405,-0.2532,13.18,Solar,Solar
Eynsham Solar Farm,51.794,-1.4264,13.2,Solar,Solar
Hallburn Farm (resubmission),55.0096,-2.9153,13.2,Wind,Wind
Homeland Solar Farm,50.847,-1.8648,13.2,Solar,Solar
Hare Hill,55.3628,-4.1263,13.2,Wind,Wind
Hendai Farm,51.6745,-3.2765,13.4,Solar,Solar
Roundponds Farm Solar Park,51.3801,-2.1627,13.5,Solar,Solar
Ballinderry Road Solar Phase 1 (Lisburn),54.5181,-6.0994,13.5,Solar,Solar
Clawdd Ddu,51.7708,-4.038,13.52,Solar,Solar
Foston,52.9961,-0.5975,13.6,Solar,Solar
Crook Hill (Revised Application - Calderdale MBC) 1 of 2,53.6681,-2.1117,13.6,Wind,Wind
Honington Solar Farm,52.3396,0.7886,13.6,Solar,Solar
Carn Hill,54.7313,-5.9118,13.8,Wind,Wind
Inishative,54.5669,-7.0096,13.8,Wind,Wind
Pentland Road,58.2572,-6.5108,13.8,Wind,Wind
Crystal Rig 3,55.9264,-2.5345,13.8,Wind,Wind
Eglish Mountain,54.8838,-7.2136,13.8,Wind,Wind
Cregganconroe,54.6226,-6.9791,13.8,Wind,Wind
Ewe Hill I,55.1071,-3.3339,13.8,Wind,Wind
Seegronan,54.6333,-6.3,13.8,Wind,Wind
Parciau Farm Solar Park,53.1653,-4.2414,13.9,Solar,Solar
Nova Scotia Farm solar park,52.6618,1.7012,13.9,Solar,Solar
Packington Solar Farm,52.7073,-1.4725,13.9,Solar,Solar
Kiln Pit Hill,54.886,-1.9144,14.0,Wind,Wind
Portsmouth ERF,50.822,-1.0542,14.0,Waste,Biomass
Dunbar Power Plant,55.9747,-2.4604,14.0,Waste,Biomass
Western Wood Energy Plant,51.5675,-3.7626,14.0,Biomass,Biomass
Combermere Abbey,52.9994,-2.5962,14.0,Solar,Solar
Marsh Farm,51.6264,-2.1108,14.0,Solar,Solar
Pates Hill,55.8164,-3.6113,14.0,Wind,Wind
Glanford,53.5411,-0.5056,14.0,Biomass,Biomass
Walkway,54.6636,-1.3969,14.0,Wind,Wind
Hafod-Y-Dafal Farm,51.7258,-3.1582,14.0,Solar,Solar
Newnham Estate,50.4085,-4.0295,14.0,Solar,Solar
Earlstoun,54.941,-3.9278,14.0,Hydro,Hydro
Grange,52.7506,0.1662,14.0,Wind,Wind
Littlewood Farm,52.1267,-0.8052,14.0,Solar,Solar
Milton Keynes Wind Farm,52.1328,-0.6865,14.0,Wind,Wind
Pitsea Tipp,51.5371,0.5089,14.0,Waste,Biomass
Whitemill Wind Farm,52.5926,0.1406,14.0,Wind,Wind
Goose Willow,51.636,-1.355,14.1,Solar,Solar
Stoke-on-Trent EfW,52.9887,-2.1832,14.2,Waste,Biomass
Egmanton Solar Farm - resubmission,53.2113,-0.8798,14.2,Solar,Solar
Little Morton Solar Farm,53.3039,-0.9932,14.3,Solar,Solar
Eye Suffolk,52.3334,1.1278,14.3,Biomass,Biomass
Bankend Rig,55.5783,-4.1342,14.3,Wind,Wind
New Albion Wind Farm,52.4502,-0.7554,14.4,Wind,Wind
Bassingbourn Solar Farm,52.0701,-0.0423,14.4,Solar,Solar
Burton Wold Wind Farm - Northern Extension (resubmission),52.3616,-0.6518,14.4,Wind,Wind
Charity Farm - CfD,52.8244,-2.8096,14.4,Solar,Solar
Tullymurdoch Wind Farm,56.6549,-3.3134,14.4,Wind,Wind
Mepal CHP,52.4284,0.0878,14.4,Biomass,Biomass
North Pickenham,52.6292,0.7321,14.4,Wind,Wind
Javelin Park EfW,51.7925,-2.2907,14.5,Waste,Biomass
Mynydd Clogau,52.5784,-3.4285,14.5,Wind,Wind
Lodge Farm (Poulshot),51.6176,-2.0531,14.5,Solar,Solar
Bilsham Farm,50.8138,-0.6357,14.5,Solar,Solar
Wick Farm Solar Park,51.2871,-2.9813,14.6,Solar,Solar
Waterloo solar park,52.1493,-0.2563,14.6,Solar,Solar
Atherstone,52.6131,-1.559,14.7,Solar,Solar
Brynteg,51.7128,-4.1781,14.79,Solar,Solar
Hill Farm Solar Park (VoWH),51.6166,-1.348,14.8,Solar,Solar
Hardingham Solar Farm,52.6041,1.0351,14.8,Solar,Solar
Ellough Solar Farm,52.434,1.6055,14.88,Solar,Solar
SPD 2 Hall Farm,52.4976,1.3092,14.91,Solar,Solar
Pitlochry,56.6991,-3.7406,15.0,Hydro,Hydro
Glebe Farm Solar Energy Park,52.2526,-0.5893,15.0,Solar,Solar
Hammond Court Farm,51.5389,-2.5314,15.0,Solar,Solar
Cnoc Donn Arnicle,55.58,-5.5681,15.0,Wind,Wind
Kingsburn,56.089,-4.1231,15.0,Wind,Wind
Ora More,54.3385,-7.8959,15.0,Wind,Wind
Court Colman solar park,51.5227,-3.6187,15.0,Solar,Solar
Manor Farm - Pertenhall,52.2679,-0.4234,15.0,Solar,Solar
Nant,55.9846,-4.821,15.0,Hydro,Hydro
Cowie Biomass Facility,56.0769,-3.8639,15.0,Biomass,Biomass
Scottow East2,52.755,1.363,15.0,Solar,Solar
Molly Mountain,54.1979,-7.6365,15.0,Wind,Wind
Wingates,55.2753,-1.7964,15.0,Wind,Wind
Crockandun,54.7395,-6.7719,15.0,Wind,Wind
Crockagarran,54.5502,-7.0168,15.0,Wind,Wind
Nutberry,55.5995,-3.9216,15.0,Wind,Wind
Garves Mountain Farm,55.0018,-6.5649,15.0,Wind,Wind
Gortfinbar,54.544,-7.0197,15.0,Wind,Wind
Evermore Renewable Energy (CHP) / Lisahally Power Station,55.0346,-7.2512,15.0,Biomass,Biomass
Torr Achilty,57.554,-4.5984,15.0,Hydro,Hydro
Bryn yr Odyn Solar Farm,53.2333,-4.4047,15.0,Solar,Solar
Black Law Extension - 1b,55.7622,-3.7626,15.0,Wind,Wind
Curryfree Wind Farm,54.9293,-7.3167,15.0,Wind,Wind
Jacks Lane,52.8841,0.6874,15.0,Wind,Wind
Lockleaze Energy Storage,51.4849,-2.5716,15.0,Storage,Storage
Clachan Flats,56.2881,-4.9429,15.03,Wind,Wind
Cemmaes,52.6579,-3.6721,15.3,Wind,Wind
Cemmaes 'C' Wind Farm,52.6399,-3.6743,15.3,Wind,Wind
Carscreugh Renewable Energy Park,54.8591,-4.728,15.3,Wind,Wind
Hook Valley Solar Park,51.0486,-2.4349,15.3,Solar,Solar
Castle Combe,51.4936,-2.2174,15.33,Solar,Solar
EnviRecover,52.3264,-2.2131,15.5,Waste,Biomass
Carno 'A'and 'B' Wind Farm  (Extension),52.5423,-3.5792,15.6,Wind,Wind
Bowbeat (Emly Bank),55.7117,-3.1336,15.6,Wind,Wind
Hagshaw Hill 1,55.5553,-3.9201,15.6,Wind,Wind
Bowbeat (Roughside),55.7117,-3.1336,15.6,Wind,Wind
Deucheran Hill,55.6293,-5.544,15.75,Wind,Wind
Pingewood Road South,51.4175,-1.0144,15.8,Solar,Solar
Albrighton Solar farm,52.6395,-2.2507,15.8,Solar,Solar
Prestop Park,52.7568,-1.499,15.85,Solar,Solar
Coldham,52.603,0.1149,16.0,Wind,Wind
Coal Clough RP,53.7497,-2.15,16.0,Wind,Wind
Discovery Park,51.2839,1.3457,16.0,Biomass,Biomass
Goosey Lodge Industrial Estate,52.0207,-0.5994,16.0,Biomass,Biomass
Parc Adfer EfW,53.2368,-3.0343,16.0,Waste,Biomass
Fen Farm,53.4233,0.069,16.0,Wind,Wind
Deeping,52.7326,-0.2257,16.0,Wind,Wind
Coldham,52.5972,0.0951,16.0,Wind,Wind
Langhope Rig,55.4707,-2.9399,16.0,Wind,Wind
Caton Moor Windfarm Repowering,54.0698,-2.654,16.0,Wind,Wind
Glass Moor,52.5186,-0.1088,16.0,Wind,Wind
Church Hill,54.654,-7.7128,16.0,Wind,Wind
Chelveston Airfield,52.3027,-0.5253,16.0,Solar,Solar
Kirkwall,58.9848,-2.9587,16.0,Oil,Oil
Bagmoor,53.6277,-0.6672,16.0,Wind,Wind
Marchwood ERF,50.8981,-1.4553,16.0,Waste,Biomass
Earlseat,56.1737,-3.0813,16.0,Wind,Wind
Knabs Ridge,53.999,-1.6496,16.0,Wind,Wind
Crucis Farm,51.7241,-1.9132,16.06,Solar,Solar
Shantavny Scotch,54.4766,-7.09,16.1,Wind,Wind
Hare Hill 2,55.3628,-4.1263,16.15,Wind,Wind
Boyndie,57.6607,-2.6518,16.3,Wind,Wind
Cotton Farm,52.2615,-0.1952,16.4,Wind,Wind
Bishopthorpe,53.5099,-0.0007,16.4,Wind,Wind
Bryn Du,52.4147,-3.707,16.4,Wind,Wind
Lincoln EFW,53.1992,-0.6071,16.4,Waste,Biomass
Yelvertoft,52.3748,-1.1511,16.4,Wind,Wind
Gayton Le Marsh Wind Farm,53.3626,0.166,16.4,Wind,Wind
Finlarig,56.2441,-4.2164,16.5,Hydro,Hydro
Croydon / Church Farm (Royston),52.1285,-0.0797,16.5,Solar,Solar
Stokes Marsh Farm,51.3076,-2.0846,16.6,Solar,Solar
Turweston Solar Farm,52.0328,-1.1053,16.7,Solar,Solar
Boyndie Airfield,57.6653,-2.639,16.7,Wind,Wind
Odell Glebe Solar Farm,52.2317,-0.5968,16.8,Solar,Solar
Carno 'A' Wind Farm,52.5423,-3.5792,16.8,Wind,Wind
Callagheen,54.4178,-8.093,16.9,Wind,Wind
Hadley Farm (Orta Membury Solar Farm),51.4806,-1.564,17.0,Solar,Solar
Watnall,53.0164,-1.2319,17.0,Solar,Solar
Culligran,57.346,-4.7627,17.0,Hydro,Hydro
Meall an Tuirc Wind Farm,57.71,-4.427,17.0,Wind,Wind
Little Barford GT,52.2046,-0.2693,17.0,Gas,Gas
Littlebourne,51.2738,1.1439,17.0,Solar,Solar
Livishie,57.2202,-4.6474,17.0,Hydro,Hydro
Liberty Steel Dalzell,55.7884,-3.9822,17.0,Biomass,Biomass
Rainham Phase II,51.4903,0.1938,17.0,Waste,Biomass
Roos,53.7518,-0.0697,17.1,Wind,Wind
Dun Law 1,55.8065,-2.846,17.16,Wind,Wind
Scottow W II,52.756,1.353,17.2,Solar,Solar
Fforch Nest Wind Farm pt2,51.6065,-3.496,17.5,Wind,Wind
Turncole,51.6515,0.8678,17.5,Wind,Wind
Parham Airfield (Great Glenham),52.1965,1.4101,17.5,Solar,Solar
Tullo,56.9639,-2.2108,17.5,Wind,Wind
Castle Eaton Farm,51.6491,-1.7907,17.8,Solar,Solar
Altaveedan Wind Farm,55.0847,-6.2578,17.9,Wind,Wind
Waterditch Solar Farm,50.7592,-1.7518,18.0,Solar,Solar
Withernwick,53.8457,-0.1726,18.0,Wind,Wind
Millour Hill Community Windfarm (Re-submission),55.7307,-4.775,18.0,Wind,Wind
Chilton Energy Plant,54.668,-1.5666,18.0,Biomass,Biomass
Den Brook,50.7801,-3.8666,18.0,Wind,Wind
Wardlaw Wood,55.7225,-4.7895,18.0,Wind,Wind
Molehill Farm,51.3566,1.0854,18.0,Solar,Solar
Edintore Wind Farm,57.5057,-2.9625,18.0,Wind,Wind
Orrin,57.5294,-4.5585,18.0,Hydro,Hydro
Caeremlyn Solar Farm,51.8279,-4.6334,18.0,Solar,Solar
Whitemoor,53.8146,-0.9922,18.0,Biomass,Biomass
Lochluichart (Extension),57.6801,-4.8414,18.0,Wind,Wind
Bann Road (Rasharkin),54.9592,-6.5147,18.0,Solar,Solar
Uskmouth Power Station,51.5485,-2.9492,18.0,Biomass,Biomass
Pitworthy Farm Solar Park,50.8214,-4.4275,18.0,Solar,Solar
Llynfi Renewable Energy Park  Land at Mynydd Caerau,51.6449,-3.6211,18.0,Wind,Wind
Christchurch Energy,50.7555,-1.7502,18.0,Solar,Solar
Wether Hill,55.2231,-4.0452,18.2,Wind,Wind
Sundorne,52.7349,-2.708,18.23,Solar,Solar
North Quay ERF,50.7961,0.0944,18.3,Waste,Biomass
Home Farm (Merton - solar),51.8648,-1.1438,18.3,Solar,Solar
Fenland Farm,52.312,0.222,18.4,Solar,Solar
Glenconway,54.976,-7.0296,18.4,Wind,Wind
KELLAS WIND FARM,57.5677,-3.396,18.4,Wind,Wind
Kildrummy,57.2253,-2.7029,18.4,Wind,Wind
Batsworthy Cross,50.9717,-3.6891,18.45,Wind,Wind
Wathegar 2 Wind Farm,58.4352,-3.2159,18.5,Wind,Wind
North Steads Wind Farm,55.265,-1.6248,18.5,Wind,Wind
Shin,57.9333,-4.4,18.6,Hydro,Hydro
Wix Lodge,51.9128,1.1241,18.7,Solar,Solar
Tangy,55.4953,-5.6666,18.7,Wind,Wind
Six Hills Solar Farm,52.7806,-1.0262,18.7,Solar,Solar
Rolleston Park Farm,52.8397,-1.6854,18.7,Solar,Solar
Slieve Divena Phase 2 Wind Farm,54.5086,-7.1064,18.8,Wind,Wind
Boxted Airfield,51.9431,0.9296,18.8,Solar,Solar
Branston solar park,53.1813,-0.4736,18.9,Solar,Solar
Hadlow Solar Park,51.1869,0.3409,18.92,Solar,Solar
Pentylands Farm,51.653,-1.7305,19.0,Solar,Solar
Aspatria,54.778,-3.3241,19.0,Solar,Solar
Beckton Gas Pressure Reduction Station,51.5182,0.0885,19.0,Biomass,Biomass
Pearie Law,55.8205,-3.5624,19.2,Wind,Wind
Teesside EfW,54.5969,-1.2583,19.2,Waste,Biomass
Sheffield ERF,53.3867,-1.4482,19.3,Waste,Biomass
An Suidhe,56.2187,-5.2194,19.3,Wind,Wind
Mingay Farm - extension,52.3351,0.1571,19.3,Solar,Solar
Newton Ferrers,50.4741,-4.3163,19.5,Solar,Solar
Artfield Fell,54.9704,-4.7746,19.5,Wind,Wind
Kinlochleven Hydro Power Station,56.7146,-4.9634,19.5,Hydro,Hydro
Chelveston Renewable Energy Park - Solar Extension,52.3041,-0.5286,19.5,Solar,Solar
Netherfield Lane,53.2311,-1.0914,19.7,Solar,Solar
Penny Hill Lane,53.3834,-1.2975,19.8,Wind,Wind
Says Court,51.5336,-2.4494,19.81,Solar,Solar
Kilmorack,57.4632,-4.5121,20.0,Hydro,Hydro
Hunter's Hill,54.439,-7.3415,20.0,Wind,Wind
Invergarry,57.0721,-4.774,20.0,Hydro,Hydro
Cockhill Solar Farm,51.3315,-2.224,20.0,Solar,Solar
Claredown Farm,52.0707,0.6078,20.0,Storage,Storage
Lascar Works,53.5975,-2.2951,20.0,Storage,Storage
Craigengelt,56.0543,-4.0497,20.0,Wind,Wind
Aston House Solar Farm,52.8817,-1.743,20.0,Solar,Solar
Stags Holt,52.5698,0.1233,20.0,Wind,Wind
Carland Cross RP,50.3509,-5.0306,20.0,Wind,Wind
Pant y wal extension,51.5872,-3.522,20.0,Wind,Wind
Great Blakenham EfW,52.1039,1.0984,20.0,Waste,Biomass
Noriker Power Staunch,53.0329,-2.2433,20.0,Storage,Storage
Aigas,57.4574,-4.5453,20.0,Hydro,Hydro
Cornwall ERC,50.3725,-4.8894,20.0,Waste,Biomass
Scottow West,52.756,1.353,20.0,Solar,Solar
Screggagh,54.4624,-7.3329,20.0,Wind,Wind
Sycamore Farm,50.9924,0.8763,20.0,Solar,Solar
Land approx 75m South of 141,54.6863,-7.0886,20.0,Wind,Wind
Land at Carnegie Road,53.4199,-2.9276,20.0,Storage,Storage
Chapel Lane Parley Solar Farm Phase 1,50.7918,-1.8612,20.0,Solar,Solar
Burton Wold Windfarm,52.3608,-0.6431,20.0,Wind,Wind
Ceannacroc,57.1582,-4.9317,20.0,Hydro,Hydro
Land to the west of Clay Hill Pit / Larport Farm,52.054,-2.622,20.0,Storage,Storage
Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,53.3546,-2.7513,20.0,Biomass,Biomass
Broxburn,55.9192,-3.4554,20.0,Storage,Storage
North Creake Airfield (Resubmission),52.9057,0.8302,20.0,Solar,Solar
Langford Wind Farm,52.059,-0.2453,20.0,Wind,Wind
Haverton Hill Incinerator,54.5945,-1.2602,20.1,Waste,Biomass
Balderton,53.048,-0.8107,20.3,Biomass,Biomass
Llyn Alaw,53.3534,-4.4379,20.4,Wind,Wind
Verwood Solar Farm,50.8652,-1.883,20.4,Solar,Solar
Llanbabo Wind Farm,53.3544,-4.4656,20.4,Wind,Wind
Cour Wind Farm,55.6807,-5.4849,20.5,Wind,Wind
Wandylaw,55.5196,-1.7642,20.5,Wind,Wind
Bradwell,51.7098,0.821,20.5,Wind,Wind
Sixpenny Wood,53.738,-0.8114,20.5,Wind,Wind
Gaultney Solar Park,52.4488,-0.7982,20.5,Solar,Solar
Ewe Hill II,55.1071,-3.3339,20.7,Wind,Wind
Middlewick,51.6631,0.8925,20.7,Wind,Wind
Crystal Rig Extension II,55.9129,-2.5455,20.7,Wind,Wind
Townlands of Carrickatane,54.8949,-7.1997,20.7,Wind,Wind
Lackford Estate Solar Park,52.2888,0.611,20.9,Solar,Solar
Rathsherry (Revised Application),54.9515,-6.1757,21.0,Wind,Wind
North East Energy Recovery Centre (adjacent to Teesside EfW),54.5969,-1.2583,21.0,Waste,Biomass
Grange Farm (Avon),51.5397,-2.5227,21.0,Solar,Solar
Dunmore,55.0687,-6.889,21.0,Wind,Wind
Tir Mostyn & Foel Goch,53.117,-3.4911,21.25,Wind,Wind
Langenhoe Solar Farm,51.8141,0.9368,21.3,Solar,Solar
Chalgrove Solar,51.6705,-1.0597,21.34,Solar,Solar
Ince Bio Power,53.2827,-2.8189,21.5,Biomass,Biomass
Windy Standard,55.2971,-4.1829,21.6,Wind,Wind
North Rhins,54.8771,-5.0881,22.0,Wind,Wind
Mount Farm,52.0719,-1.9102,22.0,Solar,Solar
Tonge Corner Farm,51.3551,0.7808,22.0,Solar,Solar
Swinford,52.4119,-1.1663,22.0,Wind,Wind
Glen App,55.0007,-4.9897,22.0,Wind,Wind
Elginny Hill Resubmission,54.9326,-6.1929,22.0,Wind,Wind
Greatmoor EfW,51.9143,-0.9989,22.0,Waste,Biomass
Hull Biomass Plant (Tansterne power station),53.819,-0.1465,22.0,Biomass,Biomass
Glenkerie,55.5385,-3.4205,22.0,Wind,Wind
Chelveston II,52.305,-0.53,22.1,Solar,Solar
Bury Lane,52.0796,0.002,22.22,Solar,Solar
Mynydd Bwllfa Wind Farm - Resubmission,51.7147,-3.5098,22.5,Wind,Wind
Freasdail Wind Farm,55.777,-5.4706,22.5,Wind,Wind
Burn of Whilk,58.3568,-3.2039,22.5,Wind,Wind
North Yard EfW,50.3971,-4.1849,22.5,Waste,Biomass
Alltwalis,51.8555,-4.3053,23.0,Wind,Wind
Blaengwen (Re-Submission),51.9778,-4.238,23.0,Wind,Wind
Four Ashes EfW,52.674,-2.1177,23.0,Waste,Biomass
Hayle Wave Hub (Test Site),50.205,-5.4423,23.0,Wave and Tidal,Other
Crook Hill (Revised Application - Rochdale MBC) 2 of 2,53.6705,-2.1148,23.8,Wind,Wind
Beinneun Windfarm Extension,57.0956,-4.9655,23.8,Wind,Wind
Inverclyde Wind Farm (Corlic Hill),55.9185,-4.7289,24.0,Wind,Wind
Hyndburn Wind Farm,53.7143,-2.389,24.0,Wind,Wind
Ardrossan,55.6439,-4.8061,24.0,Wind,Wind
Kendoon,55.0736,-4.1408,24.0,Hydro,Hydro
Rusholme,53.7303,-0.948,24.0,Wind,Wind
Red Tile,52.4305,-0.0292,24.0,Wind,Wind
Stowbridge Farm,52.329,0.2182,24.0,Solar,Solar
Glenlee,54.941,-3.9278,24.0,Hydro,Hydro
Stornoway,58.2092,-6.3865,24.0,Oil,Oil
Maerdy,51.6978,-3.5179,24.0,Wind,Wind
Tiers Cross Solar Farm,51.7491,-5.0407,24.0,Solar,Solar
West Durham Wind Farm,54.7638,-1.815,24.0,Wind,Wind
Gib Lane (Aston Clinton solar park),51.8106,-0.7338,24.2,Solar,Solar
Tirgwynt,52.6105,-3.4791,24.6,Wind,Wind
Hall Farm Routh,53.8737,-0.3609,24.6,Wind,Wind
Abbots Ripton,52.3787,-0.1982,24.67,Solar,Solar
Rosehall,57.9956,-4.547,24.7,Wind,Wind
Little Raith Farm,56.1194,-3.2522,25.0,Wind,Wind
Keadby GT,53.5944,-0.7504,25.0,Gas,Gas
Minnygap (Resubmission),55.2488,-3.5148,25.0,Wind,Wind
Pant y wal,51.6129,-3.505,25.0,Wind,Wind
Tynemouth Energy Storage System (TESS),55.026,-1.5031,25.0,Storage,Storage
Easter Tulloch Wind Farm (Tullo Extension),56.8364,-2.3957,25.0,Wind,Wind
Bann Road (Tullaghans Road),54.9985,-6.4404,25.0,Solar,Solar
Ridham CHP Plant,51.3823,0.7588,25.0,Biomass,Biomass
Energy Works (Hull),53.7585,-0.3304,25.0,Biomass,Biomass
Inverawe,57.0363,-5.6812,25.0,Hydro,Hydro
Castlecraig,54.6309,-7.5872,25.0,Wind,Wind
Gruig,55.0188,-6.2857,25.0,Wind,Wind
Drayton Manor Farm,52.2003,-1.7751,25.0,Solar,Solar
St. Johns Hill,56.8886,-2.2724,25.0,Wind,Wind
Hillside Solar Farm,54.5601,-6.1807,25.2,Solar,Solar
Whiteside Hill,55.3574,-4.0294,25.3,Wind,Wind
Former Maghaberry Airfield,54.5058,-6.1863,25.7,Solar,Solar
Glens of Foudland,57.4253,-2.6361,26.0,Wind,Wind
Caledonian Papermill,55.5796,-4.6395,26.0,Biomass,Biomass
Dungavel,55.6086,-4.0977,26.0,Wind,Wind
Wadlow,52.166,0.316,26.0,Wind,Wind
Ardley EfW,51.8813,-1.2304,26.0,Waste,Biomass
Beddington EfW,51.3805,-0.1472,26.0,Waste,Biomass
Altahullion,54.9702,-6.9996,26.0,Wind,Wind
Lynemouth,55.2016,-1.5396,26.0,Wind,Wind
Bicker Fen,52.9379,-0.2178,26.0,Wind,Wind
Glebe,52.251,-0.586,26.0,Solar,Solar
Burnhead Moss,55.9121,-3.7748,26.0,Wind,Wind
Wryde Croft,52.6422,-0.0323,26.0,Wind,Wind
Hagshaw Hill 2,55.5666,-3.9203,26.0,Wind,Wind
South Creake,52.8619,0.7713,26.0,Solar,Solar
Maesgwyn,51.7365,-3.6596,26.0,Wind,Wind
Bad a Cheo Wind Farm,58.4205,-3.4292,26.7,Wind,Wind
Green Knowes,56.2492,-3.6663,27.0,Wind,Wind
Lynt Farm,51.6625,-1.7004,27.0,Solar,Solar
