index,label
S2506_C02_046E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent"
S0503_C04_027E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0101_C01_021E,Total!!Total population!!SELECTED AGE CATEGORIES!!15 to 17 years
S2506_C02_047E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent"
S0503_C04_028E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S2201_C06_020E,Percent households not receiving food stamps/SNAP!!Households!!No children under 18 years!!Nonfamily households
S2506_C02_044E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more"
S0503_C04_025E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S2201_C06_021E,Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level
S2411_C02_001E,Median earnings (dollars) for male!!Civilian employed population 16 years and over with earnings
S2506_C02_045E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999"
S0503_C04_026E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0501_C02_112E,Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 5 years only
S2201_C06_022E,Percent households not receiving food stamps/SNAP!!Households!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above  poverty level
S2506_C02_042E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!Less than 20 percent"
S0501_C02_113E,"Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Female householder, no spouse present, family"
S2201_C06_023E,Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With one or more people with a disability
S2601A_C03_029E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!Hispanic or Latino (of any race)
S2506_C02_043E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent"
S0802_C02_079E,"Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
S0501_C02_110E,Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family
S2201_C06_024E,Percent households not receiving food stamps/SNAP!!Households!!DISABILITY STATUS!!With no persons with a disability
S0503_C04_029E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2506_C02_040E,Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS!!Median (dollars)
S0501_C02_111E,Native!!POVERTY STATUS IN THE PAST 12 MONTHS!!POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED!!Married-couple family!!With related children of the householder under 18 years
S2201_C06_025E,Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!White alone
S2506_C02_041E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000"
S2101_C04_034E,Percent Veterans!!EMPLOYMENT STATUS!!Civilian labor force 18 to 64 years!!Unemployment rate
S2201_C06_026E,Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Black or African American alone
S2601A_C03_025E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!Asian
S0101_C01_016E,Total!!Total population!!AGE!!70 to 74 years
S2506_C02_050E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!Less than 20 percent"
S0503_C04_020E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!SEX AND AGE!!85 years and over
S2101_C04_033E,Percent Veterans!!EMPLOYMENT STATUS!!Civilian labor force 18 to 64 years
S2601A_C03_024E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S2201_C06_027E,Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!American Indian and Alaska Native alone
S0101_C01_017E,Total!!Total population!!AGE!!75 to 79 years
S2506_C02_051E,"Percent owner-occupied housing units with a mortgage!!Owner-occupied housing units with a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$35,000 to $49,999!!20 to 29 percent"
S2101_C04_032E,Percent Veterans!!EMPLOYMENT STATUS!!Civilian population 18 to 64 years!!Labor force participation rate
S2201_C06_028E,Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Asian alone
S2002_C02_061E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Employee of private company workers"
S2001_C06_011E,"Percent Female!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$75,000 to $99,999"
S0101_C01_014E,Total!!Total population!!AGE!!60 to 64 years
S2601A_C03_028E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!Two or more races
S2002_C02_062E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Self employed in own incorporated business workers"
S1501_C06_020E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher
S2101_C04_031E,Percent Veterans!!EMPLOYMENT STATUS!!Civilian population 18 to 64 years
S2601A_C03_026E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S2002_C02_060E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!INDUSTRY!!Public administration"
S2001_C06_010E,"Percent Female!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$65,000 to $74,999"
S0101_C01_015E,Total!!Total population!!AGE!!65 to 69 years
S2601A_C03_027E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!Some other race
S2201_C06_029E,Percent households not receiving food stamps/SNAP!!Households!!RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER!!Native Hawaiian and Other Pacific Islander alone
S2101_C04_030E,Percent Veterans!!EDUCATIONAL ATTAINMENT!!Civilian population 25 years and over!!Bachelor's degree or higher
S0503_C04_023E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0101_C01_012E,Total!!Total population!!AGE!!50 to 54 years
S2601A_C03_021E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race
S2002_C02_064E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Local government workers"
S0101_C01_013E,Total!!Total population!!AGE!!55 to 59 years
S2601A_C03_020E,Institutionalized group quarters population!!Total population!!SEX AND AGE!!Median age (years)
S2002_C02_063E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Private not-for-profit wage and salary workers"
S0503_C04_024E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0503_C04_021E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!SEX AND AGE!!Median age (years)
S0101_C01_010E,Total!!Total population!!AGE!!40 to 44 years
S2601A_C03_023E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!Black or African American
S2002_C02_066E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Federal government workers"
S1301_C03_001E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years
S0503_C04_022E,Foreign born; Born in Southern and Eastern Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S0101_C01_011E,Total!!Total population!!AGE!!45 to 49 years
S2601A_C03_022E,Institutionalized group quarters population!!Total population!!RACE AND HISPANIC ORIGIN OR LATINO ORIGIN!!One race!!White
S2002_C02_065E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!State government workers"
S1501_C06_026E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher
S2001_C06_017E,Percent Female!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!High school graduate (includes equivalency)
S0701PR_C05_047E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$75,000 or more"
S0506_C02_034E,Foreign born; Born in Latin America!!Foreign-born population!!Average  household size
S2002_C02_068E,Male!!Median earnings (dollars)!!PERCENT ALLOCATED!!Earnings in the past 12 months
S1301_C03_003E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!20 to 34 years
S1501_C06_025E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over
S2001_C06_016E,Percent Female!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Less than high school graduate
S0701PR_C05_046E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$65,000 to $74,999"
S0506_C02_035E,Foreign born; Born in Latin America!!Foreign-born population!!Average family size
S2002_C02_067E,"Male!!Median earnings (dollars)!!Full-time, year-round civilian workers 16 years and over with earnings!!CLASS OF WORKER!!Self employed in own not incorporated business workers and unpaid family workers"
S1301_C03_002E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!15 to 19 years
S2001_C06_019E,Percent Female!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Bachelor's degree
S1501_C06_028E,Percent Female!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone
S0802_C02_070E,"Car, truck, or van -- drove alone!!Workers 16 years and over who did not work from home"
S0701PR_C05_045E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$50,000 to $64,999"
S0506_C02_032E,Foreign born; Born in Latin America!!Foreign-born population!!HOUSEHOLD TYPE!!In married-couple family
S1301_C03_005E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S2001_C06_018E,Percent Female!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings!!Some college or associate's degree
S1501_C06_027E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher
S0701PR_C05_044E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$35,000 to $49,999"
S2101_C04_039E,Percent Veterans!!DISABILITY STATUS!!Civilian population 18 years and over for whom poverty status is determined!!With any disability
S0506_C02_033E,Foreign born; Born in Latin America!!Foreign-born population!!HOUSEHOLD TYPE!!In other households
S2002_C02_069E,Male!!Median earnings (dollars)!!PERCENT ALLOCATED!!Race
S1301_C03_004E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!35 to 50 years
S2001_C06_013E,"Percent Female!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!Median earnings (dollars) for full-time, year-round workers with earnings"
S2101_C04_038E,Percent Veterans!!DISABILITY STATUS!!Civilian population 18 years and over for whom poverty status is determined
S0701PR_C05_043E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$25,000 to $34,999"
S0506_C02_030E,Foreign born; Born in Latin America!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race)
S1301_C03_007E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S1501_C06_022E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years
S2001_C06_012E,"Percent Female!!Population 16 years and over with earnings!!FULL-TIME, YEAR-ROUND WORKERS WITH EARNINGS!!$100,000 or more"
S2101_C04_037E,Percent Veterans!!POVERTY STATUS IN THE PAST 12 MONTHS!!Civilian population 18 years and over for whom poverty status is determined!!Income in the past 12 months at or above poverty level
S0506_C02_031E,"Foreign born; Born in Latin America!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino"
S0701PR_C05_042E,"Moved; from outside Puerto Rico and the U.S.!!INDIVIDUAL INCOME IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 15 years and over!!$15,000 to $24,999"
S1301_C03_006E,Percent Distribution!!Women with births in the past 12 months!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S1501_C06_021E,Percent Female!!AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher
S2001_C06_015E,Percent Female!!MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT!!Population 25 years and over with earnings
