EUBWID,label,year,classificationLabel,regime,classificationType
uki1101-11910,Hampstead Heath (Ladies Pond),2014,Minimum,1976 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2014,Excellent,2006 directive,projected assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2015,Excellent,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2016,Excellent,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2017,Excellent,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2018,Good,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2019,Excellent,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2021,Good,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2022,Good,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2023,Good,2006 directive,actual assessment
uki1101-11910,Hampstead Heath (Ladies Pond),2024,Good,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2004,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2004,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2005,Minimum,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2005,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2006,Minimum,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2006,Good,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2007,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2007,Good,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2008,Minimum,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2008,Good,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2009,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2009,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2010,Minimum,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2010,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2011,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2011,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2012,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2012,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2013,Minimum,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2013,Good,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2014,Higher,1976 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2014,Excellent,2006 directive,projected assessment
uki1101-11920,Hampstead Heath (Mens Pond),2015,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2016,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2017,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2018,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2019,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2021,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2022,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2023,Excellent,2006 directive,actual assessment
uki1101-11920,Hampstead Heath (Mens Pond),2024,Excellent,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2004,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2004,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2005,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2005,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2006,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2006,Sufficient,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2007,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2007,Sufficient,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2008,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2008,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2009,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2009,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2010,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2010,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2011,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2011,Sufficient,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2012,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2012,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2013,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2013,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2014,Minimum,1976 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2014,Good,2006 directive,projected assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2015,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2016,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2017,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2018,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2019,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2021,Good,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2022,Excellent,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2023,Excellent,2006 directive,actual assessment
uki1101-11930,Hampstead Heath (Mixed Pond),2024,Excellent,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2004,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2004,Good,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2005,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2005,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2006,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2006,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2007,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2007,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2008,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2008,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2009,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2009,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2010,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2010,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2011,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2011,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2012,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2012,Excellent,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2013,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2013,Good,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2014,Minimum,1976 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2014,Good,2006 directive,projected assessment
uki1106-11940,The Serpentine - Hyde Park,2015,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2016,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2017,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2018,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2019,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2021,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2022,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2023,Sufficient,2006 directive,actual assessment
uki1106-11940,The Serpentine - Hyde Park,2024,Sufficient,2006 directive,actual assessment
ukj1402-11946,Wolvercote Mill Stream,2022,Poor,2006 directive,actual assessment
ukj1402-11946,Wolvercote Mill Stream,2023,Poor,2006 directive,actual assessment
ukj1402-11946,Wolvercote Mill Stream,2024,Poor,2006 directive,actual assessment
ukj1403-11947,"Wallingford Beach, River Thames",2024,Poor,2006 directive,actual assessment
ukj2100-14800,Saltdean,2004,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2004,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2005,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2005,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2006,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2006,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2007,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2007,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2008,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2008,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2009,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2009,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2010,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2010,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2011,Minimum,1976 directive,actual assessment
ukj2100-14800,Saltdean,2011,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2012,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2012,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2013,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2013,Good,2006 directive,projected assessment
ukj2100-14800,Saltdean,2014,Higher,1976 directive,actual assessment
ukj2100-14800,Saltdean,2014,Excellent,2006 directive,projected assessment
ukj2100-14800,Saltdean,2015,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2016,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2017,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2018,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2019,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2021,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2022,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2023,Excellent,2006 directive,actual assessment
ukj2100-14800,Saltdean,2024,Excellent,2006 directive,actual assessment
ukj2100-14850,Rottingdean Beach,2024,Good,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2004,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2004,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2005,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2005,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2006,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2006,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2007,Minimum,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2007,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2008,Minimum,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2008,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2009,Minimum,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2009,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2010,Minimum,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2010,Sufficient,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2011,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2011,Sufficient,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2012,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2012,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2013,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2013,Good,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2014,Higher,1976 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2014,Excellent,2006 directive,projected assessment
ukj2100-14900,Brighton Kemptown,2015,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2016,Good,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2017,Good,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2018,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2019,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2021,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2022,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2023,Excellent,2006 directive,actual assessment
ukj2100-14900,Brighton Kemptown,2024,Excellent,2006 directive,actual assessment
ukj2100-14950,Brighton Central,2007,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2007,Excellent,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2008,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2008,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2009,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2009,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2010,Minimum,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2010,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2011,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2011,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2012,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2012,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2013,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2013,Good,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2014,Higher,1976 directive,actual assessment
ukj2100-14950,Brighton Central,2014,Excellent,2006 directive,projected assessment
ukj2100-14950,Brighton Central,2015,Excellent,2006 directive,actual assessment
ukj2100-14950,Brighton Central,2016,Excellent,2006 directive,actual assessment
ukj2100-14950,Brighton Central,2017,Excellent,2006 directive,actual assessment
